Léxico,Supra category,Super category,Basic category
injustamente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
injustiça,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
injustificável,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
injusto,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
insaciabilidade,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
insaciado,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
insaciável,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
insatisfação,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
insatisfeito,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
lazeira,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
mal acabado,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
malogrado,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
malograr,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
malogro,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
mendigar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
mendigo,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
miserabilismo,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
miserabilista,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
miseramente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
miséria,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
misérias,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
necessidade,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
obstáculo,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
pelintra,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
pelintrice,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
penúria,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
pobre,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
pobremente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
pobreza,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
pocilga,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
podre,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
podres,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
podridão,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
privado,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
privar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
proibição,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
proibido,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
proibir,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
proibitivamente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
proibitivo,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
recalcado,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
recalcamento,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
recalcar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
renúncia,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
renunciar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
represa,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
represar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
repressão,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
reprimido,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
reprimir,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
vadiagem,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
vadiar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
vadio,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
vagabundagem,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
vagabundear,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
vagabundo,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
aborrecer,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
aborrecidamente,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
aborrecido,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
aborrecimento,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
adulteração,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
adulterar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
adultério,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
adúltero,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
chateado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
chatear,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
chatice,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
chato,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
contrariado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
contrariante,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
contrariar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
contrariedade,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
decepção,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
decepcionado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
decepcionante,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
decepcionar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
degradante,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desagradado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desagradar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desagradável,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desagradavelmente,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desagrado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desapontado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desapontamento,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desapontar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
descabidamente,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
descabido,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desencantado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desencantar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desencanto,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desenganador,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desenganar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desengano,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desiludido,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desiludir,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desilusão,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
despeitado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
despeitar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
desprazimento,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
despropositado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
enfadamento,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
enfadar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
enfado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
enfastiado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
enfastiante,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
enfastiar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
estrago,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
feder,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
fedor,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
fedorento,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
feio,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
frivolamente,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
frivolidade,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
frívolo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
fútil,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
futilidade,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
imperdoável,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
implicância,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
implicante,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
implicativo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
impopular,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
impopularidade,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
importunação,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
importunidade,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
incomodado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
incomodar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
incomodativo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
incomodidade,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
incómodo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
injustiçada,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
injustiçado,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
insuficiente,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
maçada,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
macambúzio,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
maçar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
malcheiroso,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
materialismo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
materialista,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
negação,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
negar,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
negativa,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
negativamente,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
negativismo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
negativo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
porco,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
promiscuidade,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
promíscuo,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
rançoso,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
tendenciosamente,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
tendencioso,MAL ESTAR,INSATISFAÇÃO,DESAGRADO
afrontar,SEGURANÇA,CORAGEM,AUDÁCIA
ânimo,SEGURANÇA,CORAGEM,AUDÁCIA
animoso,SEGURANÇA,CORAGEM,AUDÁCIA
arrojado,SEGURANÇA,CORAGEM,AUDÁCIA
atrever-se,SEGURANÇA,CORAGEM,AUDÁCIA
atrevido,SEGURANÇA,CORAGEM,AUDÁCIA
atrevimento,SEGURANÇA,CORAGEM,AUDÁCIA
audácia,SEGURANÇA,CORAGEM,AUDÁCIA
audaciosamente,SEGURANÇA,CORAGEM,AUDÁCIA
audacioso,SEGURANÇA,CORAGEM,AUDÁCIA
audaz,SEGURANÇA,CORAGEM,AUDÁCIA
autodeterminação,SEGURANÇA,CORAGEM,AUDÁCIA
autodeterminismo,SEGURANÇA,CORAGEM,AUDÁCIA
aventura,SEGURANÇA,CORAGEM,AUDÁCIA
aventurar,SEGURANÇA,CORAGEM,AUDÁCIA
aventureiro,SEGURANÇA,CORAGEM,AUDÁCIA
aventuroso,SEGURANÇA,CORAGEM,AUDÁCIA
bravo,SEGURANÇA,CORAGEM,AUDÁCIA
bravura,SEGURANÇA,CORAGEM,AUDÁCIA
capaz,SEGURANÇA,CORAGEM,AUDÁCIA
confiança,SEGURANÇA,CORAGEM,AUDÁCIA
confiante,SEGURANÇA,CORAGEM,AUDÁCIA
coragem,SEGURANÇA,CORAGEM,AUDÁCIA
corajosamente,SEGURANÇA,CORAGEM,AUDÁCIA
corajoso,SEGURANÇA,CORAGEM,AUDÁCIA
desaforado,SEGURANÇA,CORAGEM,AUDÁCIA
desaforar,SEGURANÇA,CORAGEM,AUDÁCIA
desavergonhado,SEGURANÇA,CORAGEM,AUDÁCIA
descarado,SEGURANÇA,CORAGEM,AUDÁCIA
descaramento,SEGURANÇA,CORAGEM,AUDÁCIA
descoco,SEGURANÇA,CORAGEM,AUDÁCIA
desembaraço,SEGURANÇA,CORAGEM,AUDÁCIA
desembaralhar,SEGURANÇA,CORAGEM,AUDÁCIA
desfaçatez,SEGURANÇA,CORAGEM,AUDÁCIA
deslavamento,SEGURANÇA,CORAGEM,AUDÁCIA
deslavar,SEGURANÇA,CORAGEM,AUDÁCIA
desplante,SEGURANÇA,CORAGEM,AUDÁCIA
destemido,SEGURANÇA,CORAGEM,AUDÁCIA
destemor,SEGURANÇA,CORAGEM,AUDÁCIA
desvergonha,SEGURANÇA,CORAGEM,AUDÁCIA
desvergonhar,SEGURANÇA,CORAGEM,AUDÁCIA
determinação,SEGURANÇA,CORAGEM,AUDÁCIA
determinado,SEGURANÇA,CORAGEM,AUDÁCIA
determinar,SEGURANÇA,CORAGEM,AUDÁCIA
enfrentar,SEGURANÇA,CORAGEM,AUDÁCIA
esforçar,SEGURANÇA,CORAGEM,AUDÁCIA
esforço,SEGURANÇA,CORAGEM,AUDÁCIA
fiável,SEGURANÇA,CORAGEM,AUDÁCIA
fidúcia,SEGURANÇA,CORAGEM,AUDÁCIA
insolência,SEGURANÇA,CORAGEM,AUDÁCIA
insolente,SEGURANÇA,CORAGEM,AUDÁCIA
intrepidamente,SEGURANÇA,CORAGEM,AUDÁCIA
intrepidez,SEGURANÇA,CORAGEM,AUDÁCIA
intrépido,SEGURANÇA,CORAGEM,AUDÁCIA
intrometer,SEGURANÇA,CORAGEM,AUDÁCIA
intrometido,SEGURANÇA,CORAGEM,AUDÁCIA
intrometimento,SEGURANÇA,CORAGEM,AUDÁCIA
intromissão,SEGURANÇA,CORAGEM,AUDÁCIA
intruso,SEGURANÇA,CORAGEM,AUDÁCIA
lampeiro,SEGURANÇA,CORAGEM,AUDÁCIA
metediço,SEGURANÇA,CORAGEM,AUDÁCIA
ousadamente,SEGURANÇA,CORAGEM,AUDÁCIA
ousadia,SEGURANÇA,CORAGEM,AUDÁCIA
ousado,SEGURANÇA,CORAGEM,AUDÁCIA
ousar,SEGURANÇA,CORAGEM,AUDÁCIA
poder,SEGURANÇA,CORAGEM,AUDÁCIA
poderes,SEGURANÇA,CORAGEM,AUDÁCIA
poderio,SEGURANÇA,CORAGEM,AUDÁCIA
poderosamente,SEGURANÇA,CORAGEM,AUDÁCIA
poderoso,SEGURANÇA,CORAGEM,AUDÁCIA
robustecer,SEGURANÇA,CORAGEM,AUDÁCIA
robustez,SEGURANÇA,CORAGEM,AUDÁCIA
robusteza,SEGURANÇA,CORAGEM,AUDÁCIA
robusto,SEGURANÇA,CORAGEM,AUDÁCIA
segura,SEGURANÇA,CORAGEM,AUDÁCIA
segurança,SEGURANÇA,CORAGEM,AUDÁCIA
seguro,SEGURANÇA,CORAGEM,AUDÁCIA
temerário,SEGURANÇA,CORAGEM,AUDÁCIA
temeridade,SEGURANÇA,CORAGEM,AUDÁCIA
tenacidade,SEGURANÇA,CORAGEM,AUDÁCIA
tenaz,SEGURANÇA,CORAGEM,AUDÁCIA
topete,SEGURANÇA,CORAGEM,AUDÁCIA
valente,SEGURANÇA,CORAGEM,AUDÁCIA
valentemente,SEGURANÇA,CORAGEM,AUDÁCIA
valentia,SEGURANÇA,CORAGEM,AUDÁCIA
autonomia,SEGURANÇA,CORAGEM,EXTROVERSÃO
autónomo,SEGURANÇA,CORAGEM,EXTROVERSÃO
comunicativo,SEGURANÇA,CORAGEM,EXTROVERSÃO
desinibição,SEGURANÇA,CORAGEM,EXTROVERSÃO
desinibido,SEGURANÇA,CORAGEM,EXTROVERSÃO
desinibir,SEGURANÇA,CORAGEM,EXTROVERSÃO
efusivamente,SEGURANÇA,CORAGEM,EXTROVERSÃO
efusivo,SEGURANÇA,CORAGEM,EXTROVERSÃO
expansão,SEGURANÇA,CORAGEM,EXTROVERSÃO
expansividade,SEGURANÇA,CORAGEM,EXTROVERSÃO
expansivo,SEGURANÇA,CORAGEM,EXTROVERSÃO
expressividade,SEGURANÇA,CORAGEM,EXTROVERSÃO
expressivo,SEGURANÇA,CORAGEM,EXTROVERSÃO
extraversão,SEGURANÇA,CORAGEM,EXTROVERSÃO
extrovertido,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitabilidade,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitação,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitado,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitador,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitamento,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitante,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitar,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitativamente,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitativo,SEGURANÇA,CORAGEM,EXTROVERSÃO
incitável,SEGURANÇA,CORAGEM,EXTROVERSÃO
independência,SEGURANÇA,CORAGEM,EXTROVERSÃO
independente,SEGURANÇA,CORAGEM,EXTROVERSÃO
linguareiro,SEGURANÇA,CORAGEM,EXTROVERSÃO
sobressair,SEGURANÇA,CORAGEM,EXTROVERSÃO
socialização,SEGURANÇA,CORAGEM,EXTROVERSÃO
socializar,SEGURANÇA,CORAGEM,EXTROVERSÃO
socialmente,SEGURANÇA,CORAGEM,EXTROVERSÃO
sociável,SEGURANÇA,CORAGEM,EXTROVERSÃO
tagarela,SEGURANÇA,CORAGEM,EXTROVERSÃO
tagarelar,SEGURANÇA,CORAGEM,EXTROVERSÃO
tagarelice,SEGURANÇA,CORAGEM,EXTROVERSÃO
abominado,ANSIEDADE,MEDO,PAVOR
abominar,ANSIEDADE,MEDO,PAVOR
abominável,ANSIEDADE,MEDO,PAVOR
amedrontado,ANSIEDADE,MEDO,PAVOR
amedrontar,ANSIEDADE,MEDO,PAVOR
apavorado,ANSIEDADE,MEDO,PAVOR
apavorante,ANSIEDADE,MEDO,PAVOR
apavorar,ANSIEDADE,MEDO,PAVOR
assombrado,ANSIEDADE,MEDO,PAVOR
assombrar,ANSIEDADE,MEDO,PAVOR
assombro,ANSIEDADE,MEDO,PAVOR
assustada,ANSIEDADE,MEDO,PAVOR
assustadiço,ANSIEDADE,MEDO,PAVOR
assustado,ANSIEDADE,MEDO,PAVOR
assustador,ANSIEDADE,MEDO,PAVOR
assustar,ANSIEDADE,MEDO,PAVOR
atemorizado,ANSIEDADE,MEDO,PAVOR
atemorizar,ANSIEDADE,MEDO,PAVOR
aterrador,ANSIEDADE,MEDO,PAVOR
aterrar,ANSIEDADE,MEDO,PAVOR
aterrorizado,ANSIEDADE,MEDO,PAVOR
aterrorizador,ANSIEDADE,MEDO,PAVOR
aterrorizante,ANSIEDADE,MEDO,PAVOR
aterrorizar,ANSIEDADE,MEDO,PAVOR
cagaço,ANSIEDADE,MEDO,PAVOR
cagarolas,ANSIEDADE,MEDO,PAVOR
caguefe,ANSIEDADE,MEDO,PAVOR
cobarde,ANSIEDADE,MEDO,PAVOR
cobardia,ANSIEDADE,MEDO,PAVOR
cobardolas,ANSIEDADE,MEDO,PAVOR
decapitação,ANSIEDADE,MEDO,PAVOR
degolar,ANSIEDADE,MEDO,PAVOR
demoníaco,ANSIEDADE,MEDO,PAVOR
desconfiado,ANSIEDADE,MEDO,PAVOR
desconfiança,ANSIEDADE,MEDO,PAVOR
desconfiar,ANSIEDADE,MEDO,PAVOR
diabo,ANSIEDADE,MEDO,PAVOR
diabólico,ANSIEDADE,MEDO,PAVOR
esgazeado,ANSIEDADE,MEDO,PAVOR
esgazear,ANSIEDADE,MEDO,PAVOR
espavorido,ANSIEDADE,MEDO,PAVOR
espavorir,ANSIEDADE,MEDO,PAVOR
estremecer,ANSIEDADE,MEDO,PAVOR
estremecido,ANSIEDADE,MEDO,PAVOR
estremecimento,ANSIEDADE,MEDO,PAVOR
fantasma,ANSIEDADE,MEDO,PAVOR
fantasmagoria,ANSIEDADE,MEDO,PAVOR
fantasmagórico,ANSIEDADE,MEDO,PAVOR
fobia,ANSIEDADE,MEDO,PAVOR
frouxidão,ANSIEDADE,MEDO,PAVOR
frouxo,ANSIEDADE,MEDO,PAVOR
horrendo,ANSIEDADE,MEDO,PAVOR
horripilante,ANSIEDADE,MEDO,PAVOR
horripilar,ANSIEDADE,MEDO,PAVOR
horrível,ANSIEDADE,MEDO,PAVOR
horrivelmente,ANSIEDADE,MEDO,PAVOR
horror,ANSIEDADE,MEDO,PAVOR
horrorizar,ANSIEDADE,MEDO,PAVOR
horroroso,ANSIEDADE,MEDO,PAVOR
infernal,ANSIEDADE,MEDO,PAVOR
inferno,ANSIEDADE,MEDO,PAVOR
insegurança,ANSIEDADE,MEDO,PAVOR
inseguridade,ANSIEDADE,MEDO,PAVOR
inseguro,ANSIEDADE,MEDO,PAVOR
intimidador,ANSIEDADE,MEDO,PAVOR
intimidante,ANSIEDADE,MEDO,PAVOR
intimidar,ANSIEDADE,MEDO,PAVOR
intimidativo,ANSIEDADE,MEDO,PAVOR
macabro,ANSIEDADE,MEDO,PAVOR
medo,ANSIEDADE,MEDO,PAVOR
medonho,ANSIEDADE,MEDO,PAVOR
medricas,ANSIEDADE,MEDO,PAVOR
medrosamente,ANSIEDADE,MEDO,PAVOR
medroso,ANSIEDADE,MEDO,PAVOR
obscuridade,ANSIEDADE,MEDO,PAVOR
obscuro,ANSIEDADE,MEDO,PAVOR
papão,ANSIEDADE,MEDO,PAVOR
pavor,ANSIEDADE,MEDO,PAVOR
pavorosamente,ANSIEDADE,MEDO,PAVOR
pavoroso,ANSIEDADE,MEDO,PAVOR
pesadelo,ANSIEDADE,MEDO,PAVOR
pesadelos,ANSIEDADE,MEDO,PAVOR
poltrão,ANSIEDADE,MEDO,PAVOR
poltronaria,ANSIEDADE,MEDO,PAVOR
recear,ANSIEDADE,MEDO,PAVOR
receio,ANSIEDADE,MEDO,PAVOR
receosamente,ANSIEDADE,MEDO,PAVOR
receoso,ANSIEDADE,MEDO,PAVOR
sinistramente,ANSIEDADE,MEDO,PAVOR
sinistro,ANSIEDADE,MEDO,PAVOR
susto,ANSIEDADE,MEDO,PAVOR
temente,ANSIEDADE,MEDO,PAVOR
temer,ANSIEDADE,MEDO,PAVOR
temeroso,ANSIEDADE,MEDO,PAVOR
temível,ANSIEDADE,MEDO,PAVOR
temivelmente,ANSIEDADE,MEDO,PAVOR
temor,ANSIEDADE,MEDO,PAVOR
ter pesadelos,ANSIEDADE,MEDO,PAVOR
terrificante,ANSIEDADE,MEDO,PAVOR
terrificar,ANSIEDADE,MEDO,PAVOR
terrífico,ANSIEDADE,MEDO,PAVOR
terrível,ANSIEDADE,MEDO,PAVOR
terrivelmente,ANSIEDADE,MEDO,PAVOR
terror,ANSIEDADE,MEDO,PAVOR
acanhado,ANSIEDADE,MEDO,INTROVERSÃO
acanhamento,ANSIEDADE,MEDO,INTROVERSÃO
complexado,ANSIEDADE,MEDO,INTROVERSÃO
complexo,ANSIEDADE,MEDO,INTROVERSÃO
embaraço,ANSIEDADE,MEDO,INTROVERSÃO
embaraçoso,ANSIEDADE,MEDO,INTROVERSÃO
inibição,ANSIEDADE,MEDO,INTROVERSÃO
inibido,ANSIEDADE,MEDO,INTROVERSÃO
inibir,ANSIEDADE,MEDO,INTROVERSÃO
insocial,ANSIEDADE,MEDO,INTROVERSÃO
introversão,ANSIEDADE,MEDO,INTROVERSÃO
introvertido,ANSIEDADE,MEDO,INTROVERSÃO
mistério,ANSIEDADE,MEDO,INTROVERSÃO
misteriosamente,ANSIEDADE,MEDO,INTROVERSÃO
misterioso,ANSIEDADE,MEDO,INTROVERSÃO
pudicamente,ANSIEDADE,MEDO,INTROVERSÃO
púdico,ANSIEDADE,MEDO,INTROVERSÃO
pudor,ANSIEDADE,MEDO,INTROVERSÃO
pusilânime,ANSIEDADE,MEDO,INTROVERSÃO
pusilanimidade,ANSIEDADE,MEDO,INTROVERSÃO
reservadamente,ANSIEDADE,MEDO,INTROVERSÃO
reservado,ANSIEDADE,MEDO,INTROVERSÃO
timidamente,ANSIEDADE,MEDO,INTROVERSÃO
timidez,ANSIEDADE,MEDO,INTROVERSÃO
tímido,ANSIEDADE,MEDO,INTROVERSÃO
timorato,ANSIEDADE,MEDO,INTROVERSÃO
acalmia,SEGURANÇA,CALMA,TRANQUILIDADE
brando,SEGURANÇA,CALMA,TRANQUILIDADE
brandura,SEGURANÇA,CALMA,TRANQUILIDADE
calma,SEGURANÇA,CALMA,TRANQUILIDADE
calmante,SEGURANÇA,CALMA,TRANQUILIDADE
calmo,SEGURANÇA,CALMA,TRANQUILIDADE
descansado,SEGURANÇA,CALMA,TRANQUILIDADE
descansar,SEGURANÇA,CALMA,TRANQUILIDADE
descanso,SEGURANÇA,CALMA,TRANQUILIDADE
despreocupação,SEGURANÇA,CALMA,TRANQUILIDADE
fleuma,SEGURANÇA,CALMA,TRANQUILIDADE
fleumático,SEGURANÇA,CALMA,TRANQUILIDADE
harmonia,SEGURANÇA,CALMA,TRANQUILIDADE
harmonioso,SEGURANÇA,CALMA,TRANQUILIDADE
harmonização,SEGURANÇA,CALMA,TRANQUILIDADE
harmonizar,SEGURANÇA,CALMA,TRANQUILIDADE
impassibilidade,SEGURANÇA,CALMA,TRANQUILIDADE
impassível,SEGURANÇA,CALMA,TRANQUILIDADE
límpido,SEGURANÇA,CALMA,TRANQUILIDADE
manso,SEGURANÇA,CALMA,TRANQUILIDADE
melódico,SEGURANÇA,CALMA,TRANQUILIDADE
melodiosamente,SEGURANÇA,CALMA,TRANQUILIDADE
melodioso,SEGURANÇA,CALMA,TRANQUILIDADE
pacatamente,SEGURANÇA,CALMA,TRANQUILIDADE
pacatez,SEGURANÇA,CALMA,TRANQUILIDADE
pacato,SEGURANÇA,CALMA,TRANQUILIDADE
pacificamente,SEGURANÇA,CALMA,TRANQUILIDADE
pacífico,SEGURANÇA,CALMA,TRANQUILIDADE
pacifismo,SEGURANÇA,CALMA,TRANQUILIDADE
pacifista,SEGURANÇA,CALMA,TRANQUILIDADE
paz,SEGURANÇA,CALMA,TRANQUILIDADE
placidamente,SEGURANÇA,CALMA,TRANQUILIDADE
placidez,SEGURANÇA,CALMA,TRANQUILIDADE
plácido,SEGURANÇA,CALMA,TRANQUILIDADE
repousado,SEGURANÇA,CALMA,TRANQUILIDADE
repousante,SEGURANÇA,CALMA,TRANQUILIDADE
repousar,SEGURANÇA,CALMA,TRANQUILIDADE
repouso,SEGURANÇA,CALMA,TRANQUILIDADE
serenamente,SEGURANÇA,CALMA,TRANQUILIDADE
serenidade,SEGURANÇA,CALMA,TRANQUILIDADE
sereno,SEGURANÇA,CALMA,TRANQUILIDADE
sossega,SEGURANÇA,CALMA,TRANQUILIDADE
sossegada,SEGURANÇA,CALMA,TRANQUILIDADE
sossegadamente,SEGURANÇA,CALMA,TRANQUILIDADE
sossegado,SEGURANÇA,CALMA,TRANQUILIDADE
sossegador,SEGURANÇA,CALMA,TRANQUILIDADE
sossegar,SEGURANÇA,CALMA,TRANQUILIDADE
sossego,SEGURANÇA,CALMA,TRANQUILIDADE
tranquilamente,SEGURANÇA,CALMA,TRANQUILIDADE
tranquilidade,SEGURANÇA,CALMA,TRANQUILIDADE
tranquilização,SEGURANÇA,CALMA,TRANQUILIDADE
tranquilizado,SEGURANÇA,CALMA,TRANQUILIDADE
