Léxico,Supra category,Super category,Basic category
enovelamento,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
enovelar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
ensarilhar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
escandalizar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
escândalo,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
escandaloso,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
espalhafato,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
espalhafatoso,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
exaltadamente,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
freima,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
frenesi,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
frenesim,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
freneticamente,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
frenético,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
guerra,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
guerrear,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hesitação,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hesitante,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hesitar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hiperemotividade,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hiperemotivo,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hipermotiva,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hiperseníivel,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
hipersensibilidade,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
imponderado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
indecisão,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
indeciso,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
indisciplina,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
indisciplinar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
insubordinação,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
insubordinado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
insubordinar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
intriga,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
intrigar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
intriguista,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
mal-estar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perdida,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perdidamente,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perdido,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
periclitante,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
periclitar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perplexidade,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perplexo,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perturbação,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perturbado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perturbador,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perturbadora,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
perturbar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
problema,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
supra-sensível,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
tontura,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
tormenta,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
transtornado,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
transtornar,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
transtorno,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
tumulto,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
vaguear,MAL ESTAR,PERTURBAÇÃO,AGITAÇÃO
arrepender,MAL ESTAR,PERTURBAÇÃO,REMORSO
arrependido,MAL ESTAR,PERTURBAÇÃO,REMORSO
arrependimento,MAL ESTAR,PERTURBAÇÃO,REMORSO
censurável,MAL ESTAR,PERTURBAÇÃO,REMORSO
compunção,MAL ESTAR,PERTURBAÇÃO,REMORSO
condenada,MAL ESTAR,PERTURBAÇÃO,REMORSO
condenado,MAL ESTAR,PERTURBAÇÃO,REMORSO
condenável,MAL ESTAR,PERTURBAÇÃO,REMORSO
contrição,MAL ESTAR,PERTURBAÇÃO,REMORSO
contrito,MAL ESTAR,PERTURBAÇÃO,REMORSO
culpa,MAL ESTAR,PERTURBAÇÃO,REMORSO
culpabilidade,MAL ESTAR,PERTURBAÇÃO,REMORSO
culpabilizar,MAL ESTAR,PERTURBAÇÃO,REMORSO
culpado,MAL ESTAR,PERTURBAÇÃO,REMORSO
culposamente,MAL ESTAR,PERTURBAÇÃO,REMORSO
desleal,MAL ESTAR,PERTURBAÇÃO,REMORSO
deslealdade,MAL ESTAR,PERTURBAÇÃO,REMORSO
desonestar,MAL ESTAR,PERTURBAÇÃO,REMORSO
expiação ,MAL ESTAR,PERTURBAÇÃO,REMORSO
expiar,MAL ESTAR,PERTURBAÇÃO,REMORSO
falível,MAL ESTAR,PERTURBAÇÃO,REMORSO
falivelmente,MAL ESTAR,PERTURBAÇÃO,REMORSO
falta,MAL ESTAR,PERTURBAÇÃO,REMORSO
improbidade,MAL ESTAR,PERTURBAÇÃO,REMORSO
perda,MAL ESTAR,PERTURBAÇÃO,REMORSO
pesar,MAL ESTAR,PERTURBAÇÃO,REMORSO
remorsos,MAL ESTAR,PERTURBAÇÃO,REMORSO
reprovável,MAL ESTAR,PERTURBAÇÃO,REMORSO
resipiscência,MAL ESTAR,PERTURBAÇÃO,REMORSO
ruminação,MAL ESTAR,PERTURBAÇÃO,REMORSO
rumnar,MAL ESTAR,PERTURBAÇÃO,REMORSO
abençoado,BEM ESTAR,SATISFAÇÃO,ESTIMA
abençoar,BEM ESTAR,SATISFAÇÃO,ESTIMA
apreço,BEM ESTAR,SATISFAÇÃO,ESTIMA
condescendência,BEM ESTAR,SATISFAÇÃO,ESTIMA
condescendente,BEM ESTAR,SATISFAÇÃO,ESTIMA
condescender,BEM ESTAR,SATISFAÇÃO,ESTIMA
consideração,BEM ESTAR,SATISFAÇÃO,ESTIMA
considerado,BEM ESTAR,SATISFAÇÃO,ESTIMA
considerar,BEM ESTAR,SATISFAÇÃO,ESTIMA
cumprimentar,BEM ESTAR,SATISFAÇÃO,ESTIMA
cumprimento,BEM ESTAR,SATISFAÇÃO,ESTIMA
deferência,BEM ESTAR,SATISFAÇÃO,ESTIMA
deferente,BEM ESTAR,SATISFAÇÃO,ESTIMA
dignamente,BEM ESTAR,SATISFAÇÃO,ESTIMA
dignidade,BEM ESTAR,SATISFAÇÃO,ESTIMA
digno,BEM ESTAR,SATISFAÇÃO,ESTIMA
encómio,BEM ESTAR,SATISFAÇÃO,ESTIMA
enobrecer,BEM ESTAR,SATISFAÇÃO,ESTIMA
enobrecimento,BEM ESTAR,SATISFAÇÃO,ESTIMA
estima,BEM ESTAR,SATISFAÇÃO,ESTIMA
estimar,BEM ESTAR,SATISFAÇÃO,ESTIMA
homenagear,BEM ESTAR,SATISFAÇÃO,ESTIMA
homenagem,BEM ESTAR,SATISFAÇÃO,ESTIMA
honorificamente,BEM ESTAR,SATISFAÇÃO,ESTIMA
honorífico,BEM ESTAR,SATISFAÇÃO,ESTIMA
honra,BEM ESTAR,SATISFAÇÃO,ESTIMA
honrada,BEM ESTAR,SATISFAÇÃO,ESTIMA
honradamente,BEM ESTAR,SATISFAÇÃO,ESTIMA
honradez,BEM ESTAR,SATISFAÇÃO,ESTIMA
honrado,BEM ESTAR,SATISFAÇÃO,ESTIMA
honrar,BEM ESTAR,SATISFAÇÃO,ESTIMA
honrosamente,BEM ESTAR,SATISFAÇÃO,ESTIMA
honroso,BEM ESTAR,SATISFAÇÃO,ESTIMA
protecção,BEM ESTAR,SATISFAÇÃO,ESTIMA
proteccionismo,BEM ESTAR,SATISFAÇÃO,ESTIMA
protector,BEM ESTAR,SATISFAÇÃO,ESTIMA
proteger,BEM ESTAR,SATISFAÇÃO,ESTIMA
respeitabilidade,BEM ESTAR,SATISFAÇÃO,ESTIMA
respeitador,BEM ESTAR,SATISFAÇÃO,ESTIMA
respeitar,BEM ESTAR,SATISFAÇÃO,ESTIMA
respeitável,BEM ESTAR,SATISFAÇÃO,ESTIMA
respeitavelmente,BEM ESTAR,SATISFAÇÃO,ESTIMA
respeito,BEM ESTAR,SATISFAÇÃO,ESTIMA
respeitosamente,BEM ESTAR,SATISFAÇÃO,ESTIMA
reverência,BEM ESTAR,SATISFAÇÃO,ESTIMA
reverenciosamente,BEM ESTAR,SATISFAÇÃO,ESTIMA
reverencioso,BEM ESTAR,SATISFAÇÃO,ESTIMA
salvaguarda,BEM ESTAR,SATISFAÇÃO,ESTIMA
salvaguardar,BEM ESTAR,SATISFAÇÃO,ESTIMA
zelador,BEM ESTAR,SATISFAÇÃO,ESTIMA
zelar,BEM ESTAR,SATISFAÇÃO,ESTIMA
cheio,BEM ESTAR,SATISFAÇÃO,SACIEDADE
completa,BEM ESTAR,SATISFAÇÃO,SACIEDADE
completo,BEM ESTAR,SATISFAÇÃO,SACIEDADE
fartura,BEM ESTAR,SATISFAÇÃO,SACIEDADE
fastio,BEM ESTAR,SATISFAÇÃO,SACIEDADE
justeza,BEM ESTAR,SATISFAÇÃO,SACIEDADE
justiça,BEM ESTAR,SATISFAÇÃO,SACIEDADE
justiceiro,BEM ESTAR,SATISFAÇÃO,SACIEDADE
justo,BEM ESTAR,SATISFAÇÃO,SACIEDADE
plenitude,BEM ESTAR,SATISFAÇÃO,SACIEDADE
pleno,BEM ESTAR,SATISFAÇÃO,SACIEDADE
realizada,BEM ESTAR,SATISFAÇÃO,SACIEDADE
realizado,BEM ESTAR,SATISFAÇÃO,SACIEDADE
repleto,BEM ESTAR,SATISFAÇÃO,SACIEDADE
saciado,BEM ESTAR,SATISFAÇÃO,SACIEDADE
saciar,BEM ESTAR,SATISFAÇÃO,SACIEDADE
saciável,BEM ESTAR,SATISFAÇÃO,SACIEDADE
saciedade,BEM ESTAR,SATISFAÇÃO,SACIEDADE
agradar,BEM ESTAR,SATISFAÇÃO,AGRADO
agradáveis,BEM ESTAR,SATISFAÇÃO,AGRADO
agradável,BEM ESTAR,SATISFAÇÃO,AGRADO
agradavelmente,BEM ESTAR,SATISFAÇÃO,AGRADO
agrado,BEM ESTAR,SATISFAÇÃO,AGRADO
aprimorado,BEM ESTAR,SATISFAÇÃO,AGRADO
aprimoramento,BEM ESTAR,SATISFAÇÃO,AGRADO
aprimorar,BEM ESTAR,SATISFAÇÃO,AGRADO
bela,BEM ESTAR,SATISFAÇÃO,AGRADO
belo,BEM ESTAR,SATISFAÇÃO,AGRADO
bonita,BEM ESTAR,SATISFAÇÃO,AGRADO
bonito,BEM ESTAR,SATISFAÇÃO,AGRADO
deleitação,BEM ESTAR,SATISFAÇÃO,AGRADO
deleitado,BEM ESTAR,SATISFAÇÃO,AGRADO
deleitar,BEM ESTAR,SATISFAÇÃO,AGRADO
deleitável,BEM ESTAR,SATISFAÇÃO,AGRADO
deleite,BEM ESTAR,SATISFAÇÃO,AGRADO
deleitoso,BEM ESTAR,SATISFAÇÃO,AGRADO
delicioso,BEM ESTAR,SATISFAÇÃO,AGRADO
elogiar,BEM ESTAR,SATISFAÇÃO,AGRADO
elogio,BEM ESTAR,SATISFAÇÃO,AGRADO
engraçar,BEM ESTAR,SATISFAÇÃO,AGRADO
enriquecedor,BEM ESTAR,SATISFAÇÃO,AGRADO
enriquecedora,BEM ESTAR,SATISFAÇÃO,AGRADO
esbelteza,BEM ESTAR,SATISFAÇÃO,AGRADO
esbelto,BEM ESTAR,SATISFAÇÃO,AGRADO
estupendamente,BEM ESTAR,SATISFAÇÃO,AGRADO
estupendo,BEM ESTAR,SATISFAÇÃO,AGRADO
formoso,BEM ESTAR,SATISFAÇÃO,AGRADO
formosura,BEM ESTAR,SATISFAÇÃO,AGRADO
fruitivo,BEM ESTAR,SATISFAÇÃO,AGRADO
gabarito,BEM ESTAR,SATISFAÇÃO,AGRADO
gosto,BEM ESTAR,SATISFAÇÃO,AGRADO
gostosamente,BEM ESTAR,SATISFAÇÃO,AGRADO
gostoso,BEM ESTAR,SATISFAÇÃO,AGRADO
inaudito,BEM ESTAR,SATISFAÇÃO,AGRADO
incrível,BEM ESTAR,SATISFAÇÃO,AGRADO
jeitoso,BEM ESTAR,SATISFAÇÃO,AGRADO
linda,BEM ESTAR,SATISFAÇÃO,AGRADO
lindamente,BEM ESTAR,SATISFAÇÃO,AGRADO
lindeza,BEM ESTAR,SATISFAÇÃO,AGRADO
lindo,BEM ESTAR,SATISFAÇÃO,AGRADO
louvação,BEM ESTAR,SATISFAÇÃO,AGRADO
louvado,BEM ESTAR,SATISFAÇÃO,AGRADO
louvável,BEM ESTAR,SATISFAÇÃO,AGRADO
louvavelmente,BEM ESTAR,SATISFAÇÃO,AGRADO
louvor,BEM ESTAR,SATISFAÇÃO,AGRADO
luzir,BEM ESTAR,SATISFAÇÃO,AGRADO
popular,BEM ESTAR,SATISFAÇÃO,AGRADO
popularidade,BEM ESTAR,SATISFAÇÃO,AGRADO
popularizar,BEM ESTAR,SATISFAÇÃO,AGRADO
popularmente,BEM ESTAR,SATISFAÇÃO,AGRADO
positivamente,BEM ESTAR,SATISFAÇÃO,AGRADO
positivo,BEM ESTAR,SATISFAÇÃO,AGRADO
regalado,BEM ESTAR,SATISFAÇÃO,AGRADO
regalar,BEM ESTAR,SATISFAÇÃO,AGRADO
regalo,BEM ESTAR,SATISFAÇÃO,AGRADO
satisfação,BEM ESTAR,SATISFAÇÃO,AGRADO
satisfatoriamente,BEM ESTAR,SATISFAÇÃO,AGRADO
satisfatório,BEM ESTAR,SATISFAÇÃO,AGRADO
satisfazer,BEM ESTAR,SATISFAÇÃO,AGRADO
satisfeita,BEM ESTAR,SATISFAÇÃO,AGRADO
satisfeito,BEM ESTAR,SATISFAÇÃO,AGRADO
suficiente,BEM ESTAR,SATISFAÇÃO,AGRADO
usufruir,BEM ESTAR,SATISFAÇÃO,AGRADO
usufruto,BEM ESTAR,SATISFAÇÃO,AGRADO
afronta,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
afrontado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
afrontamento,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
afrontosamente,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
afrontoso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
aniquilação,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
aniquilamento,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
aniquilar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
avermelhado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
avermelhar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
blasfemar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
blasfémia,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
blasfemo,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
corar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
descrédito,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
descrença,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
descrer,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desdouro,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desemproar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
deslustrar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
deslustre,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desmerecer,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desmerecimento,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desonra,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desonrado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desonrar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desonroso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
despeito,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desprestigiante,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desprestigiar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
desprestígio,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
difamação,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
difamar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
difamatório,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
embaraçado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
embaraçar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
encalistar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
encalistrar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
endrómina,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
endrominar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
enegrecer,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
enegrecimento,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
envergonhado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
envergonhar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
envilecer,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
envilecimento,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
enxotar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
enxovalhar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
enxovalho,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
escrava,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
escravatura,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
escravidão,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
escravização,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
escravizar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
escravo,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
estigma,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
estigmatismo,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
estigmatizado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
estigmatizar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
fiasco,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
gozar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
gozo,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
humilhação,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
humilhado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
humilhante,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
humilhar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ignomínia,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ignominiosamente,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ignominioso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
impropério,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
indignar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
indignidade,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
indigno,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
inestimável,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
infama,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
infamante,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
infamar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
infame,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
infâmia,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
injúria,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
injuriar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
injurioso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
insultar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
insulto,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
insultuosamente,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
insultuoso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
irrespeito,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
irrespeitosamente,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
irrespeitoso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
labéu,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
lacaio,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
mácula,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
mazela,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
melindrar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
melindre,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
melindrosamente,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
melindroso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
mortificação,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
mortificante,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
mortificar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ofender,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ofendido,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ofensa,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ofensivo,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ofensor,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
palerma,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
palermice,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
perder,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
perdição,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
prostrar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
rebaixamento,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
rebaixar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
submeter,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
submetido,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
submissão,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
submisso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
subordinação,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
subordinado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
subordinar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ultrajado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ultrajante,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ultrajar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ultraje,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vergonha,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vergonhosamente,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vergonhoso,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vexado,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vexame,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vexante,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vexar,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
vitupério,MAL ESTAR,INSATISFAÇÃO,HUMILHAÇÃO
ausência,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
ausentar-se,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
ausente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
carência,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
carenciar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
castração,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
coibição,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
coibido,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
coibir,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
defeito,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
desistência,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
desistir,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
dificuldade,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
dificultar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
estorvar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
estorvo,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
falha,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
falhar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
falido,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
falir,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
faltar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
fome,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
frustração,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
frustrada,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
frustrado,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
frustrante,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
frustrar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
impedimento,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
imperícia,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
inábil,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
inabilidade,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
inabilitar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
inabilmente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
inaptidão,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
inapto,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
incapacidade,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
incapacitar,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
incapaz,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
incompetência,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
incompetente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
indigência,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
indigente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
indigentemente,MAL ESTAR,INSATISFAÇÃO,FRUSTRAÇÃO
